Order ID,Order Date,Ship Date,Region,Category,Sub-Category,Segment,Sales,Profit,Quantity,Discount
CA-100805,2024-03-16,2024-03-20,Central,Office Supplies,Binders,Consumer,804.97,-152.11,1,0.12
CA-100806,2024-03-17,2024-03-21,East,Furniture,Chairs,Home Office,522.83,152.28,9,0.28
CA-100807,2024-03-18,2024-03-21,Central,Office Supplies,Paper,Home Office,148.92,-23.37,4,0.2
CA-100808,2024-03-19,2024-03-21,East,Office Supplies,Binders,Consumer,674.45,139.74,7,0.03
CA-100809,2024-03-20,2024-03-23,East,Technology,Accessories,Corporate,624.27,-37.35,7,0.28
CA-100810,2024-03-21,2024-03-23,South,Office Supplies,Pens,Corporate,744.83,-99.74,2,0.08
CA-100811,2024-03-22,2024-03-25,South,Furniture,Furnishings,Home Office,178.18,3.55,1,0.1
CA-100812,2024-03-23,2024-03-26,South,Technology,Accessories,Home Office,203.03,24.77,8,0.12
CA-100813,2024-03-24,2024-03-28,Central,Technology,Machines,Home Office,891.51,-8.49,8,0.02
CA-100814,2024-03-25,2024-03-27,West,Furniture,Bookcases,Home Office,752.48,-129.97,7,0.15
CA-100815,2024-03-26,2024-03-28,East,Technology,Phones,Home Office,909.15,90.67,8,0.04
CA-100816,2024-03-27,2024-03-31,East,Technology,Copiers,Corporate,761.13,191.2,3,0.12
CA-100817,2024-03-28,2024-04-01,East,Furniture,Furnishings,Home Office,601.18,-5.05,2,0.11
CA-100818,2024-03-29,2024-04-02,Central,Technology,Copiers,Consumer,657.59,-60.39,7,0.23
CA-100819,2024-03-30,2024-04-03,South,Furniture,Chairs,Consumer,890.24,18.95,8,0.24
CA-100820,2024-03-31,2024-04-02,West,Furniture,Bookcases,Corporate,583.02,-102.51,1,0.05
CA-100821,2024-04-01,2024-04-03,Central,Office Supplies,Binders,Consumer,636.07,133.73,9,0.11
CA-100822,2024-04-02,2024-04-05,South,Office Supplies,Paper,Corporate,164.91,35.15,4,0.11
CA-100823,2024-04-03,2024-04-06,Central,Technology,Machines,Corporate,479.18,45.04,4,0.05
CA-100824,2024-04-04,2024-04-08,West,Technology,Phones,Consumer,719.23,-16.86,3,0.24
CA-100825,2024-04-05,2024-04-09,South,Furniture,Chairs,Home Office,278.23,55.62,6,0.21
CA-100826,2024-04-06,2024-04-10,Central,Technology,Copiers,Consumer,210.23,16.26,1,0.06
CA-100827,2024-04-07,2024-04-10,West,Furniture,Tables,Consumer,320.69,68.3,6,0.11
CA-100828,2024-04-08,2024-04-11,East,Furniture,Chairs,Corporate,249.09,28.83,2,0.03
CA-100829,2024-04-09,2024-04-12,West,Technology,Accessories,Consumer,222.76,42.82,9,0.19
CA-100830,2024-04-10,2024-04-13,East,Furniture,Tables,Corporate,430.6,42.75,2,0.04
CA-100831,2024-04-11,2024-04-14,Central,Office Supplies,Pens,Home Office,908.76,6.43,7,0.3
CA-100832,2024-04-12,2024-04-15,South,Technology,Phones,Home Office,511.99,142.83,1,0.23
CA-100833,2024-04-13,2024-04-16,South,Office Supplies,Pens,Home Office,196.04,13.83,7,0.12
CA-100834,2024-04-14,2024-04-18,Central,Technology,Machines,Consumer,86.2,8.84,5,0.17
CA-100835,2024-04-15,2024-04-19,South,Furniture,Furnishings,Corporate,699.19,-62.76,8,0.27
CA-100836,2024-04-16,2024-04-20,South,Technology,Phones,Home Office,388.97,43.89,4,0.17
CA-100837,2024-04-17,2024-04-21,East,Office Supplies,Paper,Corporate,823.61,70.67,7,0.05
CA-100838,2024-04-18,2024-04-21,Central,Furniture,Chairs,Corporate,662.92,-71.32,6,0.11
CA-100839,2024-04-19,2024-04-21,West,Technology,Phones,Home Office,798.28,-135.87,5,0.25
CA-100840,2024-04-20,2024-04-23,East,Technology,Machines,Home Office,279.23,28.53,4,0.19
CA-100841,2024-04-21,2024-04-23,Central,Technology,Machines,Corporate,695.44,126.46,7,0.2
CA-100842,2024-04-22,2024-04-26,East,Office Supplies,Paper,Home Office,271.42,16.75,5,0.26
CA-100843,2024-04-23,2024-04-26,West,Office Supplies,Paper,Corporate,939.68,-81.39,5,0.27
CA-100844,2024-04-24,2024-04-28,West,Technology,Phones,Corporate,640.01,85.29,1,0.28
CA-100845,2024-04-25,2024-04-28,Central,Furniture,Bookcases,Home Office,331.27,-52.99,2,0.03
CA-100846,2024-04-26,2024-04-30,West,Furniture,Chairs,Consumer,276.82,5.79,5,0.16
CA-100847,2024-04-27,2024-04-29,East,Office Supplies,Paper,Home Office,199.02,-23.55,3,0.22
CA-100848,2024-04-28,2024-04-30,West,Furniture,Bookcases,Consumer,697.69,-75.19,2,0.23
CA-100849,2024-04-29,2024-05-01,East,Office Supplies,Envelopes,Corporate,226.53,-22.39,4,0.18
CA-100850,2024-04-30,2024-05-03,East,Technology,Accessories,Corporate,599.35,-3.98,4,0.05
CA-100851,2024-05-01,2024-05-03,West,Office Supplies,Paper,Consumer,271.99,-47.44,4,0.24
CA-100852,2024-05-02,2024-05-05,Central,Office Supplies,Pens,Corporate,665.35,-0.73,4,0.22
CA-100853,2024-05-03,2024-05-05,South,Technology,Accessories,Consumer,816.79,45.62,3,0.03
CA-100854,2024-05-04,2024-05-06,West,Furniture,Tables,Consumer,780.24,32.49,7,0.14
CA-100855,2024-05-05,2024-05-08,East,Office Supplies,Paper,Corporate,763.24,-6.57,9,0.05
CA-100856,2024-05-06,2024-05-09,East,Office Supplies,Paper,Consumer,195.85,43.0,5,0.1
CA-100857,2024-05-07,2024-05-09,West,Technology,Accessories,Home Office,97.5,-12.42,4,0.01
CA-100858,2024-05-08,2024-05-11,Central,Furniture,Tables,Home Office,701.96,37.1,2,0.12
CA-100859,2024-05-09,2024-05-11,Central,Office Supplies,Paper,Corporate,374.66,-63.31,2,0.16
CA-100860,2024-05-10,2024-05-13,East,Technology,Accessories,Corporate,438.02,-72.02,5,0.19
CA-100861,2024-05-11,2024-05-15,East,Office Supplies,Envelopes,Consumer,40.84,3.55,7,0.2
CA-100862,2024-05-12,2024-05-16,Central,Technology,Accessories,Consumer,266.98,22.16,9,0.25
CA-100863,2024-05-13,2024-05-17,South,Furniture,Furnishings,Consumer,43.34,10.36,7,0.06
CA-100864,2024-05-14,2024-05-18,West,Furniture,Furnishings,Consumer,880.39,69.5,5,0.04
CA-100865,2024-05-15,2024-05-19,East,Furniture,Chairs,Home Office,250.96,70.24,6,0.26
CA-100866,2024-05-16,2024-05-18,East,Furniture,Chairs,Home Office,561.76,-98.67,3,0.05
CA-100867,2024-05-17,2024-05-21,Central,Office Supplies,Envelopes,Corporate,48.59,-7.34,5,0.29
CA-100868,2024-05-18,2024-05-22,West,Office Supplies,Envelopes,Consumer,670.18,-119.27,8,0.25
CA-100869,2024-05-19,2024-05-23,Central,Furniture,Tables,Consumer,329.8,-35.41,1,0.15
CA-100870,2024-05-20,2024-05-24,West,Furniture,Chairs,Corporate,898.94,63.5,1,0.29
CA-100871,2024-05-21,2024-05-24,West,Furniture,Bookcases,Consumer,889.24,109.19,7,0.03
CA-100872,2024-05-22,2024-05-24,West,Office Supplies,Binders,Consumer,332.04,-58.84,5,0.09
CA-100873,2024-05-23,2024-05-27,East,Furniture,Furnishings,Consumer,901.95,246.22,5,0.19
CA-100874,2024-05-24,2024-05-28,South,Furniture,Furnishings,Consumer,996.2,220.24,1,0.11
CA-100875,2024-05-25,2024-05-29,Central,Furniture,Tables,Consumer,827.16,-42.76,9,0.28
CA-100876,2024-05-26,2024-05-28,South,Technology,Accessories,Corporate,846.42,-136.62,1,0.02
CA-100877,2024-05-27,2024-05-30,Central,Furniture,Chairs,Consumer,256.52,-29.51,5,0.16
CA-100878,2024-05-28,2024-05-30,West,Technology,Accessories,Corporate,580.94,-79.31,9,0.18
CA-100879,2024-05-29,2024-06-01,East,Technology,Copiers,Consumer,76.58,-10.6,4,0.2
CA-100880,2024-05-30,2024-06-03,South,Furniture,Bookcases,Home Office,103.97,6.16,8,0.08
CA-100881,2024-05-31,2024-06-04,East,Technology,Accessories,Home Office,998.9,-76.99,6,0.11
CA-100882,2024-06-01,2024-06-03,Central,Furniture,Bookcases,Home Office,333.37,-6.98,3,0.25
CA-100883,2024-06-02,2024-06-04,East,Office Supplies,Pens,Home Office,750.7,221.27,4,0.06
CA-100884,2024-06-03,2024-06-06,East,Office Supplies,Binders,Corporate,808.6,114.95,2,0.25
CA-100885,2024-06-04,2024-06-07,South,Office Supplies,Pens,Corporate,859.44,235.91,1,0.17
CA-100886,2024-06-05,2024-06-07,West,Office Supplies,Envelopes,Consumer,997.65,-128.42,8,0.23
CA-100887,2024-06-06,2024-06-09,East,Technology,Machines,Home Office,249.08,-2.22,1,0.21
CA-100888,2024-06-07,2024-06-09,West,Furniture,Chairs,Corporate,49.95,3.86,1,0.06
CA-100889,2024-06-08,2024-06-11,Central,Furniture,Tables,Consumer,417.08,-67.41,4,0.17
CA-100890,2024-06-09,2024-06-11,East,Furniture,Chairs,Consumer,138.78,-27.47,6,0.26
CA-100891,2024-06-10,2024-06-12,South,Office Supplies,Paper,Corporate,32.2,4.35,9,0.13
CA-100892,2024-06-11,2024-06-13,Central,Office Supplies,Paper,Home Office,366.82,44.35,1,0.29
CA-100893,2024-06-12,2024-06-15,Central,Furniture,Tables,Consumer,785.9,4.24,7,0.14
CA-100894,2024-06-13,2024-06-16,South,Office Supplies,Paper,Home Office,570.52,25.57,5,0.04
CA-100895,2024-06-14,2024-06-17,East,Furniture,Tables,Home Office,319.65,2.47,8,0.12
CA-100896,2024-06-15,2024-06-17,East,Furniture,Chairs,Home Office,657.8,-123.66,7,0.29
CA-100897,2024-06-16,2024-06-19,Central,Furniture,Tables,Consumer,239.7,-7.75,4,0.1
CA-100898,2024-06-17,2024-06-20,East,Furniture,Bookcases,Home Office,24.24,-2.7,4,0.26
CA-100899,2024-06-18,2024-06-20,West,Furniture,Bookcases,Consumer,766.71,-115.61,6,0.26
CA-100900,2024-06-19,2024-06-23,South,Furniture,Tables,Home Office,627.51,174.67,6,0.11
CA-100901,2024-06-20,2024-06-22,West,Furniture,Bookcases,Consumer,764.68,76.22,9,0.02
CA-100902,2024-06-21,2024-06-24,East,Office Supplies,Envelopes,Home Office,48.55,7.98,5,0.22
CA-100903,2024-06-22,2024-06-24,Central,Furniture,Chairs,Corporate,838.75,-35.49,8,0.09
CA-100904,2024-06-23,2024-06-27,South,Furniture,Chairs,Home Office,623.33,-2.14,5,0.23
CA-100905,2024-06-24,2024-06-26,East,Office Supplies,Paper,Home Office,567.76,-46.29,2,0.13
CA-100906,2024-06-25,2024-06-28,East,Office Supplies,Paper,Consumer,628.37,-95.21,6,0.15
CA-100907,2024-06-26,2024-06-30,Central,Office Supplies,Envelopes,Consumer,865.79,-95.66,9,0.23
CA-100908,2024-06-27,2024-06-30,Central,Furniture,Tables,Home Office,591.07,117.48,3,0.11
CA-100909,2024-06-28,2024-07-02,West,Technology,Copiers,Corporate,585.14,81.2,1,0.13
CA-100910,2024-06-29,2024-07-03,South,Technology,Machines,Corporate,990.77,72.79,1,0.11
CA-100911,2024-06-30,2024-07-02,South,Office Supplies,Pens,Consumer,759.16,28.5,3,0.11
CA-100912,2024-07-01,2024-07-03,Central,Technology,Phones,Corporate,447.87,116.99,5,0.16
CA-100913,2024-07-02,2024-07-05,West,Office Supplies,Pens,Home Office,710.32,-116.23,3,0.24
CA-100914,2024-07-03,2024-07-05,South,Furniture,Chairs,Consumer,395.34,-23.6,9,0.11
CA-100915,2024-07-04,2024-07-06,Central,Technology,Copiers,Home Office,236.59,-5.92,8,0.16
CA-100916,2024-07-05,2024-07-09,East,Furniture,Chairs,Consumer,600.88,114.9,3,0.2
CA-100917,2024-07-06,2024-07-08,South,Technology,Accessories,Consumer,928.9,275.19,9,0.08
CA-100918,2024-07-07,2024-07-11,West,Furniture,Bookcases,Consumer,929.85,-74.08,6,0.08
CA-100919,2024-07-08,2024-07-12,West,Technology,Phones,Consumer,348.49,82.65,7,0.28
CA-100920,2024-07-09,2024-07-13,West,Furniture,Bookcases,Corporate,532.4,114.63,4,0.22
CA-100921,2024-07-10,2024-07-13,East,Furniture,Furnishings,Home Office,219.52,-19.25,4,0.17
CA-100922,2024-07-11,2024-07-14,South,Technology,Accessories,Home Office,995.67,-0.33,2,0.19
CA-100923,2024-07-12,2024-07-15,South,Furniture,Chairs,Home Office,981.31,4.75,5,0.01
CA-100924,2024-07-13,2024-07-17,East,Furniture,Furnishings,Consumer,653.01,188.79,8,0.19
CA-100925,2024-07-14,2024-07-17,South,Furniture,Bookcases,Corporate,806.37,-88.34,7,0.15
CA-100926,2024-07-15,2024-07-18,East,Technology,Machines,Home Office,717.95,143.29,7,0.16
CA-100927,2024-07-16,2024-07-18,East,Technology,Copiers,Corporate,597.23,-19.65,6,0.11
CA-100928,2024-07-17,2024-07-20,East,Furniture,Tables,Consumer,62.81,10.39,3,0.02
CA-100929,2024-07-18,2024-07-21,West,Furniture,Furnishings,Home Office,460.22,4.6,5,0.06
CA-100930,2024-07-19,2024-07-23,South,Technology,Accessories,Corporate,678.04,60.47,1,0.29
CA-100931,2024-07-20,2024-07-24,East,Technology,Phones,Consumer,680.76,147.25,7,0.12
CA-100932,2024-07-21,2024-07-25,South,Furniture,Bookcases,Corporate,379.39,76.67,9,0.14
CA-100933,2024-07-22,2024-07-26,West,Furniture,Bookcases,Home Office,942.28,219.75,1,0.02
CA-100934,2024-07-23,2024-07-27,East,Furniture,Tables,Home Office,175.68,-29.9,2,0.01
CA-100935,2024-07-24,2024-07-28,Central,Office Supplies,Paper,Consumer,505.36,73.8,3,0.22
CA-100936,2024-07-25,2024-07-28,West,Technology,Phones,Consumer,693.98,-90.22,3,0.16
CA-100937,2024-07-26,2024-07-30,Central,Office Supplies,Envelopes,Consumer,700.16,5.54,8,0.15
CA-100938,2024-07-27,2024-07-31,South,Technology,Copiers,Corporate,652.15,48.45,7,0.07
CA-100939,2024-07-28,2024-07-30,South,Technology,Copiers,Corporate,282.54,0.39,6,0.22
CA-100940,2024-07-29,2024-08-01,West,Technology,Phones,Corporate,164.64,9.85,4,0.05
CA-100941,2024-07-30,2024-08-02,South,Technology,Phones,Consumer,639.58,190.76,9,0.06
CA-100942,2024-07-31,2024-08-03,Central,Technology,Accessories,Home Office,603.31,-79.87,1,0.14
CA-100943,2024-08-01,2024-08-05,East,Technology,Accessories,Home Office,187.56,25.83,2,0.09
CA-100944,2024-08-02,2024-08-06,East,Technology,Machines,Corporate,708.09,-1.42,4,0.07
CA-100945,2024-08-03,2024-08-07,East,Office Supplies,Binders,Corporate,460.62,-61.49,3,0.19
CA-100946,2024-08-04,2024-08-06,West,Furniture,Furnishings,Home Office,671.08,-80.95,1,0.2
CA-100947,2024-08-05,2024-08-09,South,Furniture,Chairs,Home Office,838.99,230.42,5,0.25
CA-100948,2024-08-06,2024-08-08,Central,Office Supplies,Pens,Corporate,178.03,42.69,7,0.13
CA-100949,2024-08-07,2024-08-10,South,Office Supplies,Binders,Corporate,28.95,7.34,2,0.02
CA-100950,2024-08-08,2024-08-12,South,Office Supplies,Binders,Home Office,781.31,231.09,5,0.08
CA-100951,2024-08-09,2024-08-11,South,Office Supplies,Pens,Consumer,613.6,-58.81,6,0.29
CA-100952,2024-08-10,2024-08-12,East,Technology,Phones,Corporate,702.64,-15.66,7,0.18
CA-100953,2024-08-11,2024-08-15,Central,Furniture,Furnishings,Home Office,839.77,113.04,1,0.21
CA-100954,2024-08-12,2024-08-15,Central,Technology,Accessories,Home Office,804.78,33.72,7,0.0
CA-100955,2024-08-13,2024-08-16,South,Furniture,Tables,Home Office,961.31,8.84,4,0.16
CA-100956,2024-08-14,2024-08-17,East,Furniture,Furnishings,Home Office,540.58,-11.4,8,0.01
CA-100957,2024-08-15,2024-08-17,East,Office Supplies,Pens,Consumer,493.61,47.83,4,0.17
CA-100958,2024-08-16,2024-08-18,Central,Technology,Phones,Home Office,407.87,35.81,6,0.28
CA-100959,2024-08-17,2024-08-19,East,Office Supplies,Envelopes,Corporate,162.15,-19.34,9,0.29
CA-100960,2024-08-18,2024-08-20,East,Technology,Accessories,Consumer,576.88,20.69,5,0.16
CA-100961,2024-08-19,2024-08-22,East,Furniture,Tables,Home Office,284.24,21.81,4,0.14
CA-100962,2024-08-20,2024-08-24,West,Office Supplies,Envelopes,Consumer,922.09,78.51,8,0.28
CA-100963,2024-08-21,2024-08-23,South,Office Supplies,Paper,Corporate,587.36,-55.77,9,0.2
CA-100964,2024-08-22,2024-08-24,Central,Furniture,Furnishings,Home Office,596.91,102.15,4,0.02
CA-100965,2024-08-23,2024-08-26,Central,Furniture,Tables,Corporate,361.38,-67.72,3,0.14
CA-100966,2024-08-24,2024-08-28,West,Furniture,Furnishings,Home Office,61.47,-1.39,8,0.07
CA-100967,2024-08-25,2024-08-29,South,Office Supplies,Binders,Home Office,41.43,7.88,5,0.14
CA-100968,2024-08-26,2024-08-29,Central,Technology,Phones,Home Office,429.1,35.16,2,0.14
CA-100969,2024-08-27,2024-08-30,East,Office Supplies,Binders,Home Office,93.72,-6.51,9,0.17
CA-100970,2024-08-28,2024-09-01,Central,Technology,Phones,Home Office,610.78,90.08,3,0.11
CA-100971,2024-08-29,2024-08-31,East,Office Supplies,Paper,Consumer,882.16,73.83,2,0.05
CA-100972,2024-08-30,2024-09-03,West,Office Supplies,Pens,Home Office,884.09,175.16,1,0.15
CA-100973,2024-08-31,2024-09-03,East,Furniture,Furnishings,Home Office,662.45,110.97,8,0.25
CA-100974,2024-09-01,2024-09-03,Central,Technology,Copiers,Consumer,219.12,23.02,3,0.2
CA-100975,2024-09-02,2024-09-04,Central,Office Supplies,Paper,Consumer,864.37,38.11,7,0.1
CA-100976,2024-09-03,2024-09-06,Central,Office Supplies,Paper,Consumer,887.23,-118.36,1,0.28
CA-100977,2024-09-04,2024-09-07,West,Furniture,Bookcases,Consumer,204.69,-14.19,1,0.27
CA-100978,2024-09-05,2024-09-08,West,Furniture,Bookcases,Consumer,740.05,7.07,9,0.06
CA-100979,2024-09-06,2024-09-10,South,Technology,Accessories,Consumer,293.65,29.26,8,0.01
CA-100980,2024-09-07,2024-09-11,Central,Office Supplies,Paper,Home Office,804.61,45.75,3,0.22
CA-100981,2024-09-08,2024-09-10,East,Technology,Machines,Home Office,997.27,-55.76,6,0.25
CA-100982,2024-09-09,2024-09-12,West,Office Supplies,Binders,Corporate,39.73,-7.82,3,0.29
CA-100983,2024-09-10,2024-09-12,Central,Technology,Phones,Home Office,898.39,43.23,4,0.27
CA-100984,2024-09-11,2024-09-13,Central,Furniture,Furnishings,Home Office,626.4,-35.82,1,0.18
CA-100985,2024-09-12,2024-09-14,West,Office Supplies,Pens,Consumer,973.65,162.9,5,0.16
CA-100986,2024-09-13,2024-09-15,South,Technology,Accessories,Consumer,470.36,-88.44,1,0.01
CA-100987,2024-09-14,2024-09-17,West,Furniture,Bookcases,Home Office,848.91,78.45,1,0.07
CA-100988,2024-09-15,2024-09-17,West,Furniture,Chairs,Corporate,71.77,19.43,7,0.14
CA-100989,2024-09-16,2024-09-19,East,Technology,Phones,Consumer,341.93,-38.57,6,0.19
CA-100990,2024-09-17,2024-09-20,East,Office Supplies,Pens,Home Office,76.35,2.74,2,0.17
CA-100991,2024-09-18,2024-09-22,South,Office Supplies,Binders,Home Office,975.59,-150.52,2,0.22
CA-100992,2024-09-19,2024-09-22,Central,Furniture,Tables,Corporate,818.8,92.39,7,0.08
CA-100993,2024-09-20,2024-09-24,West,Office Supplies,Envelopes,Corporate,854.02,64.28,1,0.17
CA-100994,2024-09-21,2024-09-24,South,Office Supplies,Pens,Consumer,938.59,3.46,2,0.03
CA-100995,2024-09-22,2024-09-25,East,Office Supplies,Paper,Corporate,94.25,5.72,8,0.12
CA-100996,2024-09-23,2024-09-26,West,Furniture,Tables,Home Office,391.74,97.26,6,0.23
CA-100997,2024-09-24,2024-09-28,Central,Technology,Phones,Home Office,80.32,-8.18,2,0.21
CA-100998,2024-09-25,2024-09-29,East,Office Supplies,Paper,Corporate,218.69,-41.27,7,0.3
CA-100999,2024-09-26,2024-09-28,East,Furniture,Bookcases,Corporate,237.07,54.72,4,0.08
